64,33,17,3,27,99,97,2,26,28,57,24,68,0,4,35,19,67,45,52
-95,-79,-95,-56,-55,-95,-95,-59,-59,-66,-95,-47,-95,-48,-66,-85,-85,-83,-95,-95
-95,-79,-84,-58,-58,-95,-95,-71,-71,-70,-95,-45,-95,-46,-70,-95,-95,-87,-87,-95
-95,-79,-84,-60,-59,-95,-95,-68,-68,-70,-95,-45,-93,-45,-71,-95,-95,-88,-87,-95
-95,-79,-84,-62,-62,-95,-95,-64,-64,-70,-95,-46,-93,-46,-70,-82,-83,-88,-87,-95
-95,-78,-84,-62,-61,-95,-95,-65,-64,-68,-95,-47,-93,-47,-66,-82,-83,-88,-87,-95
-95,-78,-84,-60,-60,-95,-95,-67,-67,-68,-95,-47,-93,-47,-68,-82,-83,-88,-87,-85
-95,-78,-84,-61,-60,-95,-95,-65,-64,-68,-95,-45,-93,-44,-75,-82,-83,-88,-87,-85
-95,-85,-84,-60,-60,-95,-95,-64,-64,-68,-95,-45,-93,-44,-75,-82,-81,-88,-84,-85
-95,-85,-95,-59,-59,-95,-95,-62,-62,-68,-95,-45,-93,-45,-81,-82,-81,-88,-84,-85
-95,-85,-95,-59,-59,-95,-95,-64,-64,-68,-95,-45,-95,-44,-70,-82,-81,-95,-84,-84
-95,-85,-95,-59,-60,-95,-95,-67,-67,-64,-95,-44,-95,-44,-63,-95,-81,-95,-89,-88
-95,-81,-95,-62,-61,-95,-95,-61,-62,-66,-95,-48,-95,-48,-67,-83,-85,-95,-89,-88
-95,-81,-95,-59,-58,-95,-95,-58,-58,-66,-95,-51,-95,-50,-67,-84,-85,-95,-89,-88
-95,-81,-95,-56,-56,-95,-95,-61,-60,-66,-95,-51,-95,-50,-67,-84,-85,-95,-87,-87
-95,-81,-95,-56,-56,-95,-95,-60,-60,-64,-95,-51,-95,-50,-63,-84,-85,-95,-87,-87
-95,-81,-95,-59,-59,-95,-95,-60,-60,-64,-95,-48,-95,-49,-63,-84,-85,-95,-87,-87
-95,-81,-95,-59,-59,-95,-95,-60,-60,-65,-95,-49,-95,-49,-64,-84,-85,-95,-87,-87
-95,-79,-95,-61,-60,-95,-95,-60,-60,-65,-95,-47,-95,-47,-64,-84,-85,-95,-87,-87
-95,-79,-95,-59,-59,-95,-95,-60,-60,-69,-95,-49,-95,-48,-64,-84,-84,-95,-87,-87
-95,-79,-95,-59,-59,-95,-95,-62,-62,-64,-95,-50,-95,-50,-61,-84,-83,-95,-87,-87
-95,-79,-95,-62,-61,-95,-95,-65,-65,-67,-95,-45,-95,-45,-66,-84,-83,-95,-87,-87
-95,-79,-95,-62,-62,-95,-95,-67,-67,-67,-88,-46,-88,-46,-66,-84,-83,-95,-87,-87
-95,-75,-95,-62,-62,-95,-95,-63,-64,-70,-88,-44,-88,-44,-70,-84,-83,-95,-87,-87
-95,-75,-95,-61,-61,-95,-95,-67,-68,-70,-88,-44,-88,-44,-70,-84,-83,-95,-87,-87
-95,-81,-95,-62,-63,-95,-95,-69,-70,-70,-88,-44,-88,-44,-74,-81,-81,-95,-87,-87
-95,-81,-95,-64,-65,-95,-95,-70,-70,-70,-88,-46,-88,-46,-71,-81,-81,-95,-87,-87
-95,-81,-95,-66,-65,-95,-95,-70,-70,-61,-88,-46,-88,-46,-63,-81,-81,-95,-88,-87
-95,-81,-95,-64,-65,-95,-95,-70,-70,-61,-88,-47,-89,-46,-63,-83,-82,-95,-88,-95
-95,-81,-95,-62,-62,-95,-95,-69,-69,-63,-88,-47,-89,-46,-63,-82,-82,-95,-88,-95
-95,-81,-95,-64,-64,-95,-95,-71,-71,-63,-88,-47,-89,-46,-62,-82,-82,-95,-88,-95
-95,-95,-95,-62,-61,-95,-95,-72,-71,-61,-86,-47,-89,-48,-61,-82,-82,-95,-88,-95
-95,-95,-95,-64,-64,-95,-95,-73,-74,-61,-86,-47,-89,-47,-61,-87,-85,-95,-88,-95
-95,-95,-95,-64,-64,-95,-95,-70,-70,-62,-86,-45,-95,-46,-62,-87,-85,-95,-88,-95
-95,-95,-95,-64,-64,-95,-95,-70,-71,-62,-86,-45,-95,-46,-62,-87,-85,-95,-88,-95
-95,-95,-95,-63,-62,-95,-95,-70,-71,-62,-87,-45,-95,-46,-62,-87,-85,-95,-88,-95
-95,-95,-95,-63,-63,-95,-95,-70,-68,-63,-87,-47,-95,-46,-62,-87,-85,-95,-88,-95
-95,-95,-95,-62,-62,-95,-95,-70,-69,-63,-87,-45,-95,-45,-62,-87,-85,-95,-95,-95
-95,-95,-95,-59,-59,-95,-95,-73,-73,-64,-87,-45,-95,-45,-62,-83,-83,-95,-95,-95
-95,-95,-95,-63,-63,-95,-95,-75,-76,-64,-87,-45,-95,-45,-62,-83,-83,-95,-86,-95
-95,-95,-95,-61,-61,-95,-95,-71,-71,-64,-87,-45,-95,-45,-65,-83,-83,-95,-86,-95
-95,-95,-95,-61,-62,-95,-95,-77,-78,-64,-86,-45,-95,-46,-63,-86,-86,-95,-86,-95
-95,-95,-95,-62,-63,-95,-95,-76,-77,-65,-86,-49,-95,-50,-63,-86,-86,-95,-86,-95
-95,-95,-95,-58,-59,-95,-95,-70,-70,-65,-86,-48,-95,-47,-63,-84,-83,-95,-86,-95
-95,-95,-95,-61,-61,-95,-95,-71,-71,-64,-86,-48,-95,-47,-63,-84,-83,-95,-95,-95
-95,-95,-95,-61,-61,-95,-95,-71,-71,-66,-86,-47,-95,-47,-66,-84,-83,-95,-95,-95
-95,-95,-95,-61,-61,-95,-95,-71,-71,-66,-86,-46,-90,-47,-66,-84,-83,-95,-95,-95
-95,-95,-95,-61,-61,-95,-95,-69,-70,-65,-95,-46,-90,-47,-64,-85,-85,-88,-95,-95
-95,-95,-95,-61,-60,-95,-95,-69,-69,-66,-95,-51,-90,-51,-65,-85,-85,-88,-95,-95
-95,-95,-95,-61,-61,-95,-95,-69,-69,-67,-95,-48,-90,-49,-66,-85,-85,-88,-95,-95
-95,-95,-95,-60,-60,-95,-95,-69,-69,-66,-95,-48,-90,-49,-66,-85,-85,-88,-95,-87
-95,-95,-95,-63,-62,-95,-95,-73,-72,-58,-95,-50,-90,-50,-58,-85,-85,-88,-95,-87
-95,-95,-95,-60,-61,-95,-95,-73,-72,-58,-95,-55,-95,-56,-60,-95,-95,-95,-95,-87
-95,-95,-95,-59,-60,-95,-95,-69,-68,-60,-95,-58,-95,-56,-59,-95,-95,-95,-85,-87
-95,-95,-95,-61,-62,-95,-95,-70,-71,-60,-95,-56,-95,-56,-59,-83,-83,-95,-85,-87
-95,-95,-95,-59,-59,-95,-95,-75,-75,-59,-95,-56,-95,-56,-58,-83,-83,-95,-85,-95
-95,-95,-95,-65,-64,-95,-95,-70,-70,-58,-95,-54,-95,-54,-57,-83,-83,-95,-85,-95
-95,-95,-95,-65,-64,-95,-95,-72,-71,-58,-95,-57,-95,-56,-58,-86,-88,-95,-85,-95
-95,-95,-95,-62,-63,-95,-95,-72,-72,-58,-95,-53,-95,-52,-58,-86,-88,-95,-85,-95
-95,-95,-95,-66,-66,-95,-95,-73,-73,-59,-95,-59,-95,-59,-58,-86,-88,-95,-85,-95
-95,-95,-95,-62,-62,-95,-95,-81,-80,-59,-95,-58,-95,-59,-60,-86,-88,-95,-87,-95
-95,-95,-95,-63,-63,-95,-95,-79,-79,-57,-95,-50,-95,-51,-58,-86,-85,-87,-87,-95
-95,-82,-95,-59,-59,-95,-95,-78,-79,-61,-84,-48,-95,-48,-61,-86,-85,-87,-87,-95
-95,-82,-95,-58,-58,-95,-95,-79,-79,-58,-84,-48,-95,-49,-58,-85,-84,-87,-87,-95
-95,-82,-95,-58,-58,-95,-95,-83,-84,-56,-84,-48,-95,-48,-55,-85,-84,-87,-87,-95
-88,-82,-95,-58,-58,-95,-95,-80,-80,-58,-84,-48,-95,-48,-57,-85,-84,-87,-81,-80
-88,-82,-95,-59,-60,-95,-95,-80,-80,-59,-84,-47,-95,-47,-59,-85,-84,-87,-81,-80
-88,-82,-95,-60,-60,-95,-95,-78,-79,-58,-84,-48,-95,-48,-59,-86,-85,-95,-80,-79
-88,-82,-95,-60,-60,-95,-95,-84,-84,-59,-84,-46,-95,-46,-58,-86,-86,-95,-80,-79
-88,-95,-95,-60,-60,-95,-95,-84,-84,-59,-95,-49,-95,-48,-58,-86,-86,-95,-80,-79
-88,-95,-95,-60,-60,-95,-95,-81,-82,-58,-95,-49,-95,-49,-56,-86,-86,-95,-80,-79
-95,-95,-95,-60,-60,-95,-95,-77,-78,-58,-95,-44,-95,-45,-56,-86,-86,-83,-80,-79
-92,-95,-95,-63,-63,-95,-95,-81,-82,-59,-95,-44,-95,-45,-56,-86,-86,-84,-80,-85
-92,-95,-95,-62,-62,-95,-95,-81,-81,-62,-95,-44,-95,-44,-62,-86,-86,-84,-83,-83
-92,-95,-95,-60,-61,-95,-95,-77,-77,-61,-95,-53,-95,-53,-61,-86,-86,-84,-83,-83
