-74.125,-91.35,-90.4,-62.475,-62.575,-91.2,-91.85,-78.9,-79.3,-45.725,-75.775,-41.95,-75.775,-41.85,-45.175,-84.6,-83.975,-70.9,-75.45,-76,1.2,12
-81.25,-98.55,-98.575,-62.725,-62.675,-90.275,-90.3,-79.05,-79.15,-46.15,-71.65,-41.025,-71.45,-41.2,-46.05,-85.925,-85.45,-76.175,-78.975,-79.7,1.2,13.2
-77.675,-99,-99,-63.875,-63.525,-86.125,-87.2,-78.6,-78.45,-46.35,-77.525,-43.1,-77.35,-43.125,-45.575,-81.825,-82.025,-74.6,-75.5,-76.275,0,13.2
-66.25,-99,-99,-62.8,-62.8,-88.875,-87.875,-80.9,-80.775,-44.775,-71.725,-46.425,-71.8,-46.25,-43.8,-79.875,-79.775,-69.075,-73.4,-73.5,0,14.4
-70.15,-95.75,-99,-61.5,-61.45,-99,-99,-80.4,-80.225,-42.7,-70.725,-44.1,-72.55,-44.175,-42.6,-83.15,-83.45,-71.15,-76.3,-75.4,1.2,14.4
-72.8,-91.725,-99,-57.575,-57.725,-89.825,-88.65,-78.6,-78.725,-49.975,-77.1,-44.7,-74.95,-44.825,-49.925,-80.1,-80.25,-69.95,-72.75,-72.425,1.2,15.6
-70.45,-95.75,-96,-61.775,-61.7,-89.225,-88.175,-77.55,-77.625,-45.875,-75.45,-43.325,-76.35,-43.325,-44.325,-82.2,-82.4,-70.425,-76.725,-76.9,0,15.6
-77.45,-90.75,-99,-62.225,-62.05,-87.4,-86.975,-81,-80.525,-54.075,-68.9,-47.125,-68.4,-47.175,-54.425,-79.275,-79.3,-70.575,-70.8,-68.675,0,16.8
-75.475,-99,-99,-58.8,-58.525,-86.875,-86.8,-77.725,-77.675,-50.1,-71.725,-46.65,-69.9,-46.175,-49.925,-75.9,-76.05,-70.05,-73.15,-74.975,1.2,16.8
-71.45,-99,-99,-59.45,-59.1,-88.1,-87.4,-78.425,-78.15,-52.05,-72,-49.85,-72,-49.825,-51.4,-77.8,-77.925,-70.5,-78.25,-78.025,1.2,18
-72.1,-97.75,-92.275,-62.6,-62.7,-87.6,-87.45,-78.025,-78.15,-52.575,-69.35,-48.675,-67.275,-48.775,-53.025,-74.825,-75.075,-70.025,-75.5,-75.175,0,18
-75.85,-99,-91.8,-61.375,-61.175,-86.2,-86.1,-78.25,-78.325,-54.4,-74.725,-49.675,-73.825,-50.05,-54.15,-74.7,-74.775,-70.5,-75.475,-74.625,0,19.2
-72.25,-98.55,-98.5,-60.1,-60.025,-87.775,-87.9,-79.475,-79.475,-54.4,-75.225,-51.825,-74.7,-51.975,-54.725,-76.65,-76.675,-67.05,-74.775,-74,1.2,19.2
-77.975,-98.775,-94.15,-61.525,-61.225,-85.675,-86.2,-81.6,-81.525,-56.825,-71.175,-51.975,-71.25,-52.025,-56.675,-73.65,-73.875,-70.125,-73.075,-74.125,1.2,20.4
-73.95,-99,-99,-61.075,-61.05,-86.6,-86.675,-78.575,-78.775,-56.425,-68.075,-52.475,-68.35,-52.275,-56.675,-74.45,-74.2,-70.2,-70.925,-72.4,0,20.4
-75.9,-92.8,-91.95,-61.175,-61.15,-84.375,-84.375,-79.6,-79.425,-59.2,-76.85,-51.6,-77,-51.7,-58.65,-73.65,-73.525,-65.7,-73.775,-73.575,0,21.6
-73.725,-93.1,-96.475,-60.275,-60.25,-85.35,-85.45,-78.675,-78.775,-56.55,-76.375,-54.65,-75.275,-54.775,-56.65,-71.45,-71.75,-68.9,-71.2,-71.175,1.2,21.6
-80,-97.6,-97.6,-59.15,-59.025,-83.5,-83.6,-81.95,-81.675,-61.3,-76.1,-54.275,-77.175,-54.35,-60.075,-71.575,-71.75,-74.15,-71,-71.325,1.2,22.8
-81.525,-89.85,-87.8,-61.6,-61.4,-82.825,-82.225,-78.125,-78.225,-59.475,-77.725,-52.075,-76.85,-52.075,-58.725,-72.3,-72.375,-71.025,-71.125,-70.775,0,22.8
-83.275,-91.475,-89.7,-62.975,-63.075,-81.675,-81.525,-79.425,-79.475,-60.25,-80.35,-53.25,-80.1,-53.3,-58.9,-70.525,-70.275,-74.175,-67.625,-69,0,24
-80.5,-95.9,-89.925,-60.425,-60.35,-83.475,-83.525,-82.175,-82.125,-61.85,-78.7,-54.075,-77.775,-54.3,-61.7,-70.025,-70.325,-77.5,-68.85,-69.55,1.2,24
-81.5,-89.9,-89.825,-59.825,-59.775,-76.975,-76.7,-83.875,-83.825,-60.75,-78.425,-56.125,-78.45,-56.025,-61.825,-65.1,-65.225,-74.6,-66.1,-65.45,1.2,25.2
-81.5,-92.525,-89.9,-62.625,-62.6,-76.65,-76.475,-81.575,-81.775,-61,-78.025,-54.65,-77.6,-54.7,-60.975,-66.675,-66.5,-74.35,-65.425,-65.1,0,25.2
-79.35,-99,-95.225,-61.975,-62.275,-70.95,-71,-80.5,-80.3,-58.225,-71,-54.775,-70.25,-54.725,-57.775,-57.175,-57.575,-73.8,-56.9,-58.825,0,26.3
-81.425,-97.25,-99,-61.1,-60.875,-68.65,-68.75,-84.6,-84.6,-58.925,-74.85,-56.5,-75,-56.5,-58.025,-55.05,-55.225,-73.675,-56.825,-56.675,1.2,26.3
-81.5,-90,-91,-64.55,-64.525,-66.25,-66.375,-84.875,-84.5,-61.15,-69.65,-56.9,-70.925,-56.9,-60.65,-54.8,-55,-75.35,-55.7,-56.175,0.9,26.7
-82.7,-89.85,-91.2,-62.325,-62.325,-70.275,-70.45,-84.2,-84.025,-60.55,-69.9,-58.675,-70.025,-58.725,-61.475,-57.3,-57.4,-75.825,-53,-53.375,0.9,27.9
-81.325,-87.625,-87.9,-66.425,-66.875,-66.85,-66.575,-83.8,-83.675,-66.275,-71.35,-59.875,-71.625,-59.925,-64.65,-52.025,-51.95,-76.5,-52.9,-52.575,-0.3,27.9
-81.2,-89.575,-85.9,-67.425,-67.6,-64,-63.925,-83.075,-83.175,-64.05,-69.775,-56.525,-69.825,-56.325,-64.725,-51.025,-51,-75.075,-52.2,-52.325,-0.3,26.7
-82.475,-98.65,-87.85,-77.05,-76.85,-64.425,-64.2,-88.55,-89.225,-72.75,-67.525,-67.875,-67.675,-67.725,-71,-51.45,-51.6,-73.9,-54.225,-52.75,-1.3,26.7
-83.675,-92.55,-88.025,-80.175,-80.575,-67.5,-67.6,-88.5,-88.45,-72.4,-68,-67.85,-67.9,-67.8,-71.45,-54.625,-54.5,-77.675,-53.475,-53.85,-1.3,27.9
-84.725,-98.1,-93.075,-80.025,-79.525,-65.5,-65.525,-98.7,-98.7,-75.2,-69.35,-71.325,-69.1,-71.55,-71.575,-51.95,-52.225,-75.975,-52.75,-52.8,-2.5,27.9
-81.875,-99,-99,-81.05,-81.45,-66.45,-66.45,-94.85,-94.25,-74.175,-68.825,-72.85,-68.5,-72.775,-72.675,-53.825,-53.8,-77.15,-52.525,-51.75,-2.5,26.7
-84.825,-90.7,-90.25,-82.675,-82.4,-63.25,-63.325,-95,-93.75,-76.275,-64.725,-73.725,-64.325,-73.4,-75.425,-49.575,-49.725,-77.925,-50.325,-51.425,-3.7,26.7
-80.975,-99,-98.675,-80.5,-79.725,-63.925,-63.95,-99,-99,-74.675,-69.925,-73.35,-69.75,-73.475,-73.75,-51.75,-52.375,-74.725,-49.975,-49.95,-3.7,27.9
-83.575,-91.825,-88.45,-83.45,-82.95,-64.725,-64.45,-99,-99,-76.85,-64.475,-73.775,-64.575,-74.05,-77.55,-49.75,-50.075,-79.225,-52.45,-52.075,-4.9,27.9
-82.525,-93.9,-89.6,-82.05,-82.825,-62.725,-62.6,-99,-99,-80.35,-67.95,-75.65,-67.575,-75.6,-80.4,-47.55,-47.625,-75.075,-48.5,-48.925,-4.9,26.7
-80.3,-99,-99,-82.2,-82.625,-61.9,-61.875,-99,-99,-79.9,-65.75,-74.9,-67.4,-74.425,-79.775,-47.7,-47.675,-74.7,-47.325,-48.95,-6.1,26.7
-82.875,-88.8,-91.375,-82.65,-82.75,-62.15,-62.5,-99,-99,-80.9,-67.8,-75.425,-67.45,-75.35,-80.8,-49.925,-50.125,-77.625,-47.15,-48.525,-6.1,27.9
-82.8,-84.925,-97.8,-85.075,-85.65,-59.675,-59.75,-99,-99,-80.1,-65.925,-79.4,-66.5,-79.425,-81.45,-46.725,-46.875,-73.925,-45.825,-46.325,-7.3,27.9
-81.825,-99,-84.775,-84.4,-84.075,-61.075,-61.25,-99,-99,-79.7,-66.675,-78.325,-67.075,-78.25,-80.325,-46.375,-46.225,-75.3,-46.2,-46.125,-7.3,26.7
-80.25,-95.9,-92.95,-86.05,-86.425,-57.6,-57.4,-99,-99,-79.875,-64.2,-77.8,-64.05,-78.025,-78.225,-45.95,-45.95,-74,-44.675,-44.125,-8.5,26.7
-81.675,-82.825,-99,-86.45,-86.075,-60.2,-60.375,-99,-99,-78.725,-65.55,-79.625,-64.275,-79.3,-77.175,-46.125,-46.1,-76.15,-42.7,-42.125,-8.5,27.9
-80.6,-81.825,-84.95,-88.225,-88.55,-59.625,-59.3,-99,-99,-80.15,-65.1,-79.45,-66.225,-79.725,-79.9,-45.075,-44.875,-74.6,-40.25,-41.575,-9.7,27.9
-81.025,-82.025,-83.925,-86.9,-88.175,-57.975,-57.925,-99,-99,-79.475,-63.625,-80.025,-63.725,-80.1,-78.175,-41.525,-41.7,-73.05,-43.125,-44.1,-9.7,26.7
-77.825,-85.075,-82.575,-89.6,-89.325,-57.35,-57.025,-99,-99,-79.8,-62.625,-81.2,-62.025,-81.325,-81.2,-41.55,-41.725,-73.4,-40.625,-40.025,-10.9,26.7
-81.475,-96.55,-82.875,-88.375,-87.65,-57.825,-57.575,-99,-99,-80.35,-67.1,-82.825,-67.15,-83.05,-80.95,-42.25,-42.3,-72.65,-43.575,-41.925,-10.9,27.9
-79.725,-99,-85.525,-88.4,-88.625,-57.4,-57.2,-99,-99,-79.025,-66.25,-81.325,-65.125,-81.35,-80.175,-39.2,-39.175,-72.175,-36.325,-37.225,-12.1,27.9
-80.6,-96.45,-93.475,-89.325,-88.6,-55.35,-55.125,-99,-99,-85.1,-60.225,-81.45,-59.825,-81.55,-83,-37.45,-37.75,-74.375,-31.9,-31.975,-12.1,26.7
-78.725,-99,-99,-88.7,-89.075,-54.5,-54.55,-99,-99,-81.725,-60.875,-81.8,-62.125,-82.05,-82.15,-35.925,-35.925,-71.65,-31.95,-33.475,-13.3,26.7
-79.75,-99,-97.6,-89.075,-88.775,-56.225,-56.325,-99,-99,-79.175,-61.325,-81.55,-60.525,-81.225,-81.975,-36.225,-36.175,-71.45,-31.375,-30.625,-13.3,27.9
-78.15,-83.2,-79.6,-88.475,-88.475,-52.5,-52.375,-99,-99,-79.4,-58.3,-80.55,-57.025,-82.35,-79.675,-36.45,-36.675,-72.3,-37.525,-37.675,-14.5,27.9
-77.4,-80.375,-78.325,-91.35,-91.4,-50.825,-50.825,-95.45,-97.95,-82.625,-58.225,-83.2,-59.325,-83.1,-79.775,-35.775,-35.85,-74.475,-35.35,-34.025,-14.5,26.7
-77,-79.25,-78.075,-90.575,-90.35,-50.725,-50.8,-99,-94.2,-99,-57.3,-81.225,-56.85,-81.625,-79.375,-38.875,-39,-70.5,-37.725,-38.875,-15.7,26.7
-78.675,-78.15,-80.55,-89.525,-89.225,-52.325,-52.075,-99,-93.475,-86.3,-55.225,-84.475,-54.875,-84.425,-82.925,-38.375,-38.625,-70.925,-42.825,-42.025,-15.7,27.9
-74.175,-77.525,-74.125,-90.8,-90.725,-49.2,-49.2,-89.575,-89.175,-81.05,-49.75,-83.675,-49.4,-84.35,-81.475,-43.125,-42.9,-67.025,-38.9,-42.65,-16.9,27.9
-73.575,-72.8,-73.575,-94,-92.575,-49.7,-49.8,-86.975,-87,-82.575,-53.675,-83.475,-53.325,-83.425,-78.85,-42.775,-43.025,-65.65,-43.475,-43.425,-16.9,26.7
-65.625,-62.6,-63.15,-95.95,-98.5,-52.3,-52.1,-81.925,-81.4,-80.925,-49.525,-82.95,-48.9,-82.325,-80.225,-44.85,-45.025,-61.475,-42.3,-42.9,-17.6,27.3
-68,-67.05,-67.05,-89.625,-90.125,-48.8,-48.625,-83.55,-83.65,-80.225,-52.325,-85.775,-52.35,-85.625,-79.8,-45.2,-45.15,-65.925,-44.975,-45.65,-18.8,27.3
-66.275,-65.575,-66.025,-92.2,-92.175,-50.85,-51.225,-81.225,-81.525,-99,-49.9,-88.2,-49.25,-89.45,-82.775,-49.05,-49.075,-63.375,-45.575,-45.25,-18.8,25.8
-65.425,-65.875,-66.125,-96.15,-92.7,-52.2,-52.075,-80.575,-80.475,-88.425,-49.475,-90.25,-49.4,-90.25,-79.8,-48.7,-48.475,-60.225,-50.65,-51.625,-17.6,25.8
-66.525,-67.175,-67.3,-99,-94.175,-55.825,-55.9,-79.575,-79.575,-83.425,-47.8,-90.125,-47.6,-89.325,-82,-53.2,-53.5,-56.275,-53.85,-54.45,-17.6,24.6
-69.4,-65.6,-66.475,-94.325,-92.425,-54.075,-54.3,-82.85,-82.6,-81.075,-50.05,-90.475,-47.825,-90.675,-78.175,-51.775,-52.1,-63.175,-52.775,-52.7,-18.8,24.6
-66.3,-69.475,-69.225,-97.4,-97.15,-56.825,-57.05,-80.525,-80.525,-82.85,-41.525,-91.2,-41.475,-90.85,-82.9,-56.025,-56.1,-63.75,-54.75,-56.25,-18.8,23.4
-67.3,-72,-70.375,-97.7,-92.675,-53.225,-53.325,-83.275,-82.975,-77,-44.9,-92.4,-44.9,-90.5,-77.475,-55.7,-55.65,-60.15,-57.625,-57.325,-17.6,23.4
-68.85,-66.95,-67.525,-99,-96.025,-56.1,-55.975,-81.7,-81.45,-79.375,-42.05,-92.1,-41.825,-90.45,-81.1,-59,-59.3,-59.275,-58.7,-59.3,-17.6,22.2
-68.1,-68.925,-68.95,-99,-99,-57.2,-57.275,-82.075,-81.75,-76.65,-43.325,-87.7,-42.6,-88.8,-75.525,-59.725,-59.7,-60.6,-55.975,-56.8,-18.8,22.2
-66.1,-65.775,-65.175,-99,-99,-59.05,-59.225,-82.4,-82.125,-78.825,-46.65,-87.1,-46.35,-86.8,-76.45,-60.35,-60.45,-61.3,-61.3,-62.525,-18.8,21
-65.9,-66.675,-66.625,-99,-99,-57,-56.9,-81.025,-81.2,-73.7,-46.425,-87.575,-45.7,-86.275,-75,-62.9,-62.925,-59.15,-59.95,-59.025,-17.6,21
-62.1,-69.4,-69.4,-99,-99,-59.625,-59.675,-82.275,-82.175,-78.1,-48.975,-84.9,-48.275,-85.55,-76.85,-63.475,-63.5,-55.55,-61.625,-61.25,-17.6,19.8
-66.3,-72.275,-73.175,-99,-99,-61.225,-61.2,-84.3,-84.325,-80.1,-52.425,-88.55,-52.15,-88.8,-77.95,-62.175,-62.175,-60.9,-61.925,-61.525,-18.8,19.8
-64.25,-70.375,-69.65,-99,-99,-61.175,-61.2,-81.425,-81.6,-76.6,-53.025,-86.925,-52.6,-86.025,-75.7,-63.55,-63.7,-58.35,-63.45,-62.3,-18.8,18.6
-62.05,-69.125,-69.525,-99,-97.25,-60.6,-60.75,-80.95,-80.775,-76.725,-52.75,-87.1,-53.4,-86.875,-77.95,-63.75,-63.925,-53.95,-64,-64.875,-17.6,18.6
-61.35,-69.125,-69.225,-99,-99,-61.4,-61.35,-81.2,-81.1,-76.75,-52.525,-85.7,-52,-85.75,-74.825,-64.375,-64.425,-52.575,-64.7,-63,-17.6,17.4
-63.975,-70.65,-70.125,-99,-98.125,-61.425,-61.35,-80.775,-80.775,-76,-54.375,-88.275,-53.675,-87.725,-75.6,-63.75,-63.525,-56.725,-61.525,-61.025,-18.8,17.4
-59.75,-69.25,-68.075,-99,-99,-61.7,-61.475,-80.55,-80.625,-71.3,-54.9,-87.925,-54.275,-87.55,-70.8,-65.3,-65.425,-56.7,-62.7,-63.075,-18.8,16.2
-59.55,-65.175,-65.5,-98.25,-99,-61.7,-61.725,-80.25,-80.15,-75.075,-51.875,-86.55,-51.875,-85.725,-75.925,-67.725,-67.9,-53.3,-66.4,-66.6,-17.6,16.2
-57.05,-65.1,-63.525,-99,-99,-61.9,-61.825,-78.875,-78.9,-72.425,-57.625,-86.95,-57.375,-85.85,-73.5,-67.75,-67.7,-48.15,-66.725,-65.2,-17.6,15
-59.35,-66.775,-66.025,-99,-98.1,-62.25,-62.05,-78.7,-78.7,-74.3,-59.55,-86.65,-59.1,-86.35,-75.475,-66.575,-66.55,-55.675,-65.45,-65.975,-18.8,15
-56.325,-69.325,-69.775,-99,-99,-66.475,-66.05,-80.7,-80.85,-78.825,-63.65,-88.675,-63.825,-89.65,-77.5,-70.1,-70.225,-51.375,-66.1,-65.825,-18.8,13.8
-57.3,-67.65,-68.35,-99,-99,-64.45,-64.25,-82.375,-82.475,-80.325,-60.2,-86.875,-59.3,-86.625,-80.625,-71.525,-71.875,-47.775,-68.6,-67.875,-17.6,13.8
-52.375,-65.3,-63.7,-97.8,-96.55,-66.175,-66.3,-81.2,-81.2,-72.875,-62.25,-87.8,-60.525,-87.75,-71.675,-71,-71.075,-45.475,-65.6,-65.325,-17.6,12.6
-55.075,-64.225,-63.9,-99,-99,-66.1,-65.95,-78.15,-78.625,-76.775,-69.075,-87.725,-68.375,-87.125,-78.25,-73.2,-73.05,-50.225,-69.35,-71.225,-18.8,12.6
-49,-67.1,-66.125,-94.15,-91.95,-63.6,-63.5,-78.15,-78.35,-76.075,-66.375,-86.125,-66.6,-85.7,-74.75,-69.925,-69.8,-41.85,-70.6,-71.975,-18.8,11.4
-50.35,-66.625,-66.85,-93.325,-92.225,-64.825,-64.85,-80.35,-80.325,-74.25,-62.7,-87.925,-62.55,-87.2,-74.925,-71.55,-71.5,-44.225,-68.325,-67.85,-17.6,11.4
-47.95,-62.4,-62.3,-91.6,-90.25,-62.8,-63.1,-75.05,-75.325,-79.05,-65.5,-87.425,-65.4,-87.825,-80.45,-68.25,-68.55,-35.6,-68.325,-67.9,-17.6,10.2
-46.825,-63.15,-63.525,-92.6,-93.825,-63.725,-63.75,-76.175,-75.95,-78,-65.25,-87.075,-65.2,-87.125,-79.725,-71.075,-71.125,-32.175,-67.25,-67,-18.8,10.2
-45.725,-62.3,-61.75,-92,-90.8,-63.7,-63.75,-76.75,-76.475,-81.425,-67.55,-87.375,-67.075,-86.225,-79.25,-71.425,-71.5,-40.55,-69.55,-70.05,-18.8,9
-47.35,-61.675,-61.7,-90.4,-91.675,-62.2,-62.525,-74,-73.925,-82.625,-66.225,-98.55,-67.2,-98.55,-80.725,-70.475,-70.625,-38.25,-67.375,-66.925,-17.6,9
-48.7,-60.5,-59.675,-88.5,-88.275,-63.15,-63.3,-74.075,-74.125,-81.175,-65.225,-92.625,-65.025,-92.675,-81.55,-72.25,-72.25,-45.05,-67.625,-68.075,-17.6,7.8
-48.725,-62.3,-61.4,-89.125,-87.825,-63.95,-63.825,-74.9,-74.825,-84.65,-67.975,-91.725,-67.625,-93.4,-80.575,-73.05,-73.075,-47.375,-69.5,-69.65,-18.8,7.8
-53.225,-60.725,-61.025,-87.925,-88.125,-64.075,-64.15,-73.75,-73.775,-86.15,-69.275,-99,-70.525,-99,-98.475,-72.95,-72.925,-51.85,-69.9,-70,-18.8,6.6
-50.55,-58.325,-58.2,-90.85,-90,-63.225,-63.175,-72.625,-72.725,-86.8,-66.1,-96.525,-65.65,-96.05,-85.85,-71.75,-71.625,-49.025,-67.55,-67.8,-17.6,6.6
-51,-60.275,-60.5,-89.075,-89.25,-62.65,-62.7,-69.65,-69.4,-98.2,-67.825,-98.675,-67.8,-98.65,-98.25,-70.85,-71.025,-54.65,-70.875,-70.95,-17.6,5.4
-56.6,-55.15,-56.65,-87.55,-86.725,-65.325,-65.425,-71.6,-71.325,-90.175,-69.025,-89.7,-69.025,-89.975,-89.575,-72.35,-72.5,-52.725,-73.375,-73.475,-18.8,5.4
-58.5,-53.625,-54.225,-87.225,-87.175,-64.25,-64.125,-68.9,-68.7,-87.525,-68.9,-98.675,-68.35,-98.75,-86.675,-71.125,-71.15,-54.775,-70.6,-71.3,-18.8,4.2
-54.875,-57.025,-56.575,-86.25,-85.95,-62.5,-62.2,-69.05,-69.4,-88.2,-68.1,-99,-67.25,-99,-88.525,-69.925,-69.775,-50.625,-69.45,-69.2,-17.6,4.2
-58.675,-55.325,-55.125,-85.1,-84.375,-62.55,-62.625,-66.275,-66.375,-85.35,-69.125,-96.9,-68.75,-92.175,-84.75,-71.8,-71.95,-59.45,-69.65,-70.05,-17.6,3
-63.075,-56.325,-57.125,-84.55,-84.575,-65.7,-65.975,-67.4,-67.325,-94.9,-71.25,-99,-71,-97.425,-87.85,-72.425,-72.45,-57.675,-70.975,-70.6,-18.8,3
-61.2,-51.675,-52.575,-84.325,-84.425,-66.625,-66.475,-67.1,-67.175,-97.35,-70.15,-99,-69.85,-99,-90.05,-73.575,-73.675,-56.8,-73.775,-73.275,-18.8,1.8
-59.525,-51.95,-51.275,-83.1,-83.775,-62.325,-62.05,-65.4,-65.3,-95,-66.075,-99,-66,-99,-89.05,-73.2,-73.5,-57.1,-67.925,-68.25,-17.6,1.8
-63.3,-52.025,-51.55,-79.2,-79.25,-62.25,-63.075,-65.475,-65.7,-97.35,-69.45,-88.325,-70.3,-88.3,-90.05,-72.9,-73.125,-56.025,-71.075,-71.55,-17.6,0.6
-60.775,-49.6,-49.675,-79.8,-79.25,-67,-66.825,-61.9,-62.05,-87.6,-70.55,-88.225,-70.275,-87.65,-87.9,-72.275,-72.25,-60.175,-71.85,-71.625,-18.8,0.6
-65.375,-45.025,-45.675,-66.175,-66.025,-67.875,-67.55,-52.475,-52.65,-82.975,-72.775,-80.075,-72.5,-79.875,-82.825,-73.175,-73.2,-61.075,-74.425,-72.75,-18.5,-0.8
-65.675,-45.7,-45.575,-68.275,-68.675,-65.375,-65.35,-53.125,-52.85,-88.125,-71.525,-79.375,-71.85,-78.95,-88.3,-71.375,-71.55,-61.175,-75.525,-74.075,-18.5,-2
-68.75,-45,-45.45,-68.85,-68.325,-66.475,-66.375,-51.8,-51.775,-85.7,-76.9,-84.225,-77.325,-84.175,-86.5,-75.5,-75.75,-64.15,-73.85,-76.375,-17.3,-2
-71.05,-49.025,-48.775,-67.75,-67.7,-70.95,-71.125,-51.65,-51.475,-85.15,-78.4,-82.675,-76.875,-82.425,-86.325,-77.475,-77.4,-67.325,-77.275,-77.775,-17.3,-0.8
-79.3,-49,-48.775,-66.825,-66.9,-78.05,-77.925,-51.575,-51.65,-87.775,-86.525,-82.675,-84.75,-82.875,-86.7,-85.175,-85.425,-74.05,-85.75,-87.125,-16.3,-0.8
-78.05,-47.15,-47.825,-69.225,-68.975,-77.875,-77.45,-51.325,-51.4,-88.2,-86.15,-83.975,-85.75,-84,-87.65,-86.475,-85.875,-69.75,-86.775,-87.35,-16.3,-2
-77.325,-45.45,-46.125,-68.6,-68.475,-81.525,-82.025,-50.25,-50.4,-87.875,-90.025,-81.5,-89.15,-81.65,-90.575,-87.15,-87.6,-77.35,-88.55,-89.1,-15.1,-2
-81.575,-46.575,-46.45,-65.525,-65.2,-82.875,-83,-47.6,-47.825,-88.975,-88.575,-81.2,-88.125,-81.225,-87.25,-86.825,-87.575,-75.1,-88.325,-87.9,-15.1,-0.8
-82.925,-44.575,-45.45,-64.625,-64.475,-84.525,-84.675,-50.075,-50.1,-88.775,-88.825,-78.5,-88.05,-78.3,-89.95,-88.25,-89.225,-77.625,-89.175,-89.375,-13.9,-0.8
